,Observation,Study,Species,Organ,CellType,SampleType,Application,Design,Platform,ExperimentalTitle,DescriptionOfExperiment,Keywords,Outlier
0,GSM752709.cel,E-GEOD-30169,Homo sapiens,Aorta,Aorta endothelial cells,Primary culture,Biological compound,E-GEOD-30169 | Homo sapiens | Aorta | Aorta endothelial cells | Primary culture | Biological compound | OxPAPC,Affymetrix GeneChip HT Human Genome U133A,Expression of human aortic endothelial cells treated with or without oxidized phospholipids,"Oxidized phospoholipids are a pro-inflammatory component of minimally modified lipoproteins that get trapped in the subendothelial space of atherosclerotic plaques of large arteries. To model the response of endothelial cells in a pro-atherosclerotic enviroment we measured the expression in primary endothelial cells with and without treatment with oxidized phsopolipids from 96 genetically identical donors of anonymous origin. These samples are an extention of samples of similar origin deposited in GSE20060 Primary human aortic endothelial cells were collected from aortic heart explants of heart transplant donors and cultured in standard cell culture condiditions. At confluence, cells were treated with or without  40 ug/ml oxidized 1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphatidylcholine (Ox-PAPC) for 4 hours in media 199 containing 1% fetal bovine serum. After 4 hours, the cells were collected for RNA extraction and quantification of transcripts via microarrays.  Application of electronic probe mask (HT_U133Amsk.cdf) on raw data.",Atherosclerosis | Metabolism,No
6,GSM1241005_Eyes_4.CEL,E-GEOD-51246,Homo sapiens,Eye,Macular outer choroidal endothelial cells,Freshly-isolated,Untreated or control,E-GEOD-51246 | Homo sapiens | Eye | Macular outer choroidal endothelial cells | Freshly-isolated | Untreated or control | Untreated,Affymetrix GeneChip Human Genome U133 Plus 2.0,Regional difference in gene expression of proliferating human choroidal endothelial cells,"To investigate the differences in gene expression between matched human macular and peripheral choroidal endothelial cells (CEC) and matched human macular inner and outer CEC. The gene expression profiles of the unpassaged cell types were compared using Affymetrix GeneChip arrays. 9 arrays are included. 6mm diameter samples were dissected from 3 regions of the eye: peripheral inner choroid, macular outer choroid and macular inner choroid.  RNA extracts from cells were hybridised to Affymetrix HGU133plus2 arrays in triplicate.",Heterogeneity | Proliferation,No
7,GSM1241006_Eyes_5.CEL,E-GEOD-51246,Homo sapiens,Eye,Macular outer choroidal endothelial cells,Freshly-isolated,Untreated or control,E-GEOD-51246 | Homo sapiens | Eye | Macular outer choroidal endothelial cells | Freshly-isolated | Untreated or control | Untreated,Affymetrix GeneChip Human Genome U133 Plus 2.0,Regional difference in gene expression of proliferating human choroidal endothelial cells,"To investigate the differences in gene expression between matched human macular and peripheral choroidal endothelial cells (CEC) and matched human macular inner and outer CEC. The gene expression profiles of the unpassaged cell types were compared using Affymetrix GeneChip arrays. 9 arrays are included. 6mm diameter samples were dissected from 3 regions of the eye: peripheral inner choroid, macular outer choroid and macular inner choroid.  RNA extracts from cells were hybridised to Affymetrix HGU133plus2 arrays in triplicate.",Heterogeneity | Proliferation,No
8,GSM1241007_Eyes_6.CEL,E-GEOD-51246,Homo sapiens,Eye,Macular outer choroidal endothelial cells,Freshly-isolated,Untreated or control,E-GEOD-51246 | Homo sapiens | Eye | Macular outer choroidal endothelial cells | Freshly-isolated | Untreated or control | Untreated,Affymetrix GeneChip Human Genome U133 Plus 2.0,Regional difference in gene expression of proliferating human choroidal endothelial cells,"To investigate the differences in gene expression between matched human macular and peripheral choroidal endothelial cells (CEC) and matched human macular inner and outer CEC. The gene expression profiles of the unpassaged cell types were compared using Affymetrix GeneChip arrays. 9 arrays are included. 6mm diameter samples were dissected from 3 regions of the eye: peripheral inner choroid, macular outer choroid and macular inner choroid.  RNA extracts from cells were hybridised to Affymetrix HGU133plus2 arrays in triplicate.",Heterogeneity | Proliferation,No
0,GSM1035591_1_TIME_A.CEL,E-GEOD-42216,Homo sapiens,Skin,Dermal endothelial cells,Cell line,Transformed,E-GEOD-42216 | Homo sapiens | Skin | Dermal endothelial cells | Cell line | Transformed | telomerase,Affymetrix GeneChip Human Genome U133 Plus 2.0,Gene expression analysis of the immortalized human endothelial cell lines HMEC-1 and TIME,"The distinction between lymphatic and blood vessels is biologically fundamental. Two immortalized cell lines, which have been widely used as models for endothelial cells of blood vascular origin, are the human microvascular endothelial cell line-1 (HMEC-1) and the telomerase-immortalized microvascular endothelial cell line (TIME). However, analysis of protein expression by flow cytometry revealed expression of lymphatic markers on these cell lines. Furthermore, functional in vitro leukocyte transmigration assays demonstrated deficiencies in several steps of the leukocyte extravasation cascade. Hence we performed this microarray analysis of the gene expression in HMEC-1 and TIME. We then compare the expression profiles to those of published blood- and lymphatic endothelial cells. Analysis of the gene expression profile of the immortalized human endothelial cell lines HMEC-1 and TIME to be compared to published primary blood- and lymphatic endothelial cells.",Endothelial dysfunction | Differentiation | Heterogeneity,No
1,GSM1035592_2_TIME_B.CEL,E-GEOD-42216,Homo sapiens,Skin,Dermal endothelial cells,Cell line,Transformed,E-GEOD-42216 | Homo sapiens | Skin | Dermal endothelial cells | Cell line | Transformed | telomerase,Affymetrix GeneChip Human Genome U133 Plus 2.0,Gene expression analysis of the immortalized human endothelial cell lines HMEC-1 and TIME,"The distinction between lymphatic and blood vessels is biologically fundamental. Two immortalized cell lines, which have been widely used as models for endothelial cells of blood vascular origin, are the human microvascular endothelial cell line-1 (HMEC-1) and the telomerase-immortalized microvascular endothelial cell line (TIME). However, analysis of protein expression by flow cytometry revealed expression of lymphatic markers on these cell lines. Furthermore, functional in vitro leukocyte transmigration assays demonstrated deficiencies in several steps of the leukocyte extravasation cascade. Hence we performed this microarray analysis of the gene expression in HMEC-1 and TIME. We then compare the expression profiles to those of published blood- and lymphatic endothelial cells. Analysis of the gene expression profile of the immortalized human endothelial cell lines HMEC-1 and TIME to be compared to published primary blood- and lymphatic endothelial cells.",Endothelial dysfunction | Differentiation | Heterogeneity,No
2,GSM1035593_3_TIME_C.CEL,E-GEOD-42216,Homo sapiens,Skin,Dermal endothelial cells,Cell line,Transformed,E-GEOD-42216 | Homo sapiens | Skin | Dermal endothelial cells | Cell line | Transformed | telomerase,Affymetrix GeneChip Human Genome U133 Plus 2.0,Gene expression analysis of the immortalized human endothelial cell lines HMEC-1 and TIME,"The distinction between lymphatic and blood vessels is biologically fundamental. Two immortalized cell lines, which have been widely used as models for endothelial cells of blood vascular origin, are the human microvascular endothelial cell line-1 (HMEC-1) and the telomerase-immortalized microvascular endothelial cell line (TIME). However, analysis of protein expression by flow cytometry revealed expression of lymphatic markers on these cell lines. Furthermore, functional in vitro leukocyte transmigration assays demonstrated deficiencies in several steps of the leukocyte extravasation cascade. Hence we performed this microarray analysis of the gene expression in HMEC-1 and TIME. We then compare the expression profiles to those of published blood- and lymphatic endothelial cells. Analysis of the gene expression profile of the immortalized human endothelial cell lines HMEC-1 and TIME to be compared to published primary blood- and lymphatic endothelial cells.",Endothelial dysfunction | Differentiation | Heterogeneity,No
3,GSM1035594_4_TIME_D.CEL,E-GEOD-42216,Homo sapiens,Skin,Dermal endothelial cells,Cell line,Transformed,E-GEOD-42216 | Homo sapiens | Skin | Dermal endothelial cells | Cell line | Transformed | telomerase,Affymetrix GeneChip Human Genome U133 Plus 2.0,Gene expression analysis of the immortalized human endothelial cell lines HMEC-1 and TIME,"The distinction between lymphatic and blood vessels is biologically fundamental. Two immortalized cell lines, which have been widely used as models for endothelial cells of blood vascular origin, are the human microvascular endothelial cell line-1 (HMEC-1) and the telomerase-immortalized microvascular endothelial cell line (TIME). However, analysis of protein expression by flow cytometry revealed expression of lymphatic markers on these cell lines. Furthermore, functional in vitro leukocyte transmigration assays demonstrated deficiencies in several steps of the leukocyte extravasation cascade. Hence we performed this microarray analysis of the gene expression in HMEC-1 and TIME. We then compare the expression profiles to those of published blood- and lymphatic endothelial cells. Analysis of the gene expression profile of the immortalized human endothelial cell lines HMEC-1 and TIME to be compared to published primary blood- and lymphatic endothelial cells.",Endothelial dysfunction | Differentiation | Heterogeneity,No
4,GSM1035595_5_HMEC.1_A.CEL,E-GEOD-42216,Homo sapiens,Skin,Dermal endothelial cells,Cell line,Transformed,E-GEOD-42216 | Homo sapiens | Skin | Dermal endothelial cells | Cell line | Transformed | polyoma-virus,Affymetrix GeneChip Human Genome U133 Plus 2.0,Gene expression analysis of the immortalized human endothelial cell lines HMEC-1 and TIME,"The distinction between lymphatic and blood vessels is biologically fundamental. Two immortalized cell lines, which have been widely used as models for endothelial cells of blood vascular origin, are the human microvascular endothelial cell line-1 (HMEC-1) and the telomerase-immortalized microvascular endothelial cell line (TIME). However, analysis of protein expression by flow cytometry revealed expression of lymphatic markers on these cell lines. Furthermore, functional in vitro leukocyte transmigration assays demonstrated deficiencies in several steps of the leukocyte extravasation cascade. Hence we performed this microarray analysis of the gene expression in HMEC-1 and TIME. We then compare the expression profiles to those of published blood- and lymphatic endothelial cells. Analysis of the gene expression profile of the immortalized human endothelial cell lines HMEC-1 and TIME to be compared to published primary blood- and lymphatic endothelial cells.",Endothelial dysfunction | Differentiation | Heterogeneity,No
5,GSM1035596_6_HMEC.1_B.CEL,E-GEOD-42216,Homo sapiens,Skin,Dermal endothelial cells,Cell line,Transformed,E-GEOD-42216 | Homo sapiens | Skin | Dermal endothelial cells | Cell line | Transformed | polyoma-virus,Affymetrix GeneChip Human Genome U133 Plus 2.0,Gene expression analysis of the immortalized human endothelial cell lines HMEC-1 and TIME,"The distinction between lymphatic and blood vessels is biologically fundamental. Two immortalized cell lines, which have been widely used as models for endothelial cells of blood vascular origin, are the human microvascular endothelial cell line-1 (HMEC-1) and the telomerase-immortalized microvascular endothelial cell line (TIME). However, analysis of protein expression by flow cytometry revealed expression of lymphatic markers on these cell lines. Furthermore, functional in vitro leukocyte transmigration assays demonstrated deficiencies in several steps of the leukocyte extravasation cascade. Hence we performed this microarray analysis of the gene expression in HMEC-1 and TIME. We then compare the expression profiles to those of published blood- and lymphatic endothelial cells. Analysis of the gene expression profile of the immortalized human endothelial cell lines HMEC-1 and TIME to be compared to published primary blood- and lymphatic endothelial cells.",Endothelial dysfunction | Differentiation | Heterogeneity,No
6,GSM1035597_7_HMEC.1_C.CEL,E-GEOD-42216,Homo sapiens,Skin,Dermal endothelial cells,Cell line,Transformed,E-GEOD-42216 | Homo sapiens | Skin | Dermal endothelial cells | Cell line | Transformed | polyoma-virus,Affymetrix GeneChip Human Genome U133 Plus 2.0,Gene expression analysis of the immortalized human endothelial cell lines HMEC-1 and TIME,"The distinction between lymphatic and blood vessels is biologically fundamental. Two immortalized cell lines, which have been widely used as models for endothelial cells of blood vascular origin, are the human microvascular endothelial cell line-1 (HMEC-1) and the telomerase-immortalized microvascular endothelial cell line (TIME). However, analysis of protein expression by flow cytometry revealed expression of lymphatic markers on these cell lines. Furthermore, functional in vitro leukocyte transmigration assays demonstrated deficiencies in several steps of the leukocyte extravasation cascade. Hence we performed this microarray analysis of the gene expression in HMEC-1 and TIME. We then compare the expression profiles to those of published blood- and lymphatic endothelial cells. Analysis of the gene expression profile of the immortalized human endothelial cell lines HMEC-1 and TIME to be compared to published primary blood- and lymphatic endothelial cells.",Endothelial dysfunction | Differentiation | Heterogeneity,No
7,GSM1035598_8_HMEC.1_D.CEL,E-GEOD-42216,Homo sapiens,Skin,Dermal endothelial cells,Cell line,Transformed,E-GEOD-42216 | Homo sapiens | Skin | Dermal endothelial cells | Cell line | Transformed | polyoma-virus,Affymetrix GeneChip Human Genome U133 Plus 2.0,Gene expression analysis of the immortalized human endothelial cell lines HMEC-1 and TIME,"The distinction between lymphatic and blood vessels is biologically fundamental. Two immortalized cell lines, which have been widely used as models for endothelial cells of blood vascular origin, are the human microvascular endothelial cell line-1 (HMEC-1) and the telomerase-immortalized microvascular endothelial cell line (TIME). However, analysis of protein expression by flow cytometry revealed expression of lymphatic markers on these cell lines. Furthermore, functional in vitro leukocyte transmigration assays demonstrated deficiencies in several steps of the leukocyte extravasation cascade. Hence we performed this microarray analysis of the gene expression in HMEC-1 and TIME. We then compare the expression profiles to those of published blood- and lymphatic endothelial cells. Analysis of the gene expression profile of the immortalized human endothelial cell lines HMEC-1 and TIME to be compared to published primary blood- and lymphatic endothelial cells.",Endothelial dysfunction | Differentiation | Heterogeneity,No
0,GSM322415.CEL,E-GEOD-12846,Homo sapiens,Skin,Lymphatic endothelial cells,Primary culture,Genetical,E-GEOD-12846 | Homo sapiens | Skin | Lymphatic endothelial cells | Primary culture | Genetical | siRNA_control,Affymetrix GeneChip Human Genome U133 Plus 2.0,RNAi profiling of human lymphatic endothelial cells after knockdown of Prox1 and/or NR2F2,"Gene expression profiles of primary lymphatic endothelial cells (LECs) isolated from human foreskin were analyzed after siRNA-mediated knockdown of control (firefly luciferase), Prox1, NR2F2 or Prox1/NR2F2 for 48 hours.  Experiment Overall Design: Passage five human lymphatic endothelial cells (LECs) were cultured on fibronectin coated plates in a complete media (for culturing details see publication). LECs were harvested and electorporated with siRNA duplexes for 48 hours with siRNA duplexes against either firefly luciferase (control), Prox1, NR2F2 or Prox1/NR2F2. Total RNA was purified using Tri-reagent and was subjected to microarray analysis.",Lymphatic | NR2F2 | Prox1,No
1,GSM322416.CEL,E-GEOD-12846,Homo sapiens,Skin,Lymphatic endothelial cells,Primary culture,Genetical,E-GEOD-12846 | Homo sapiens | Skin | Lymphatic endothelial cells | Primary culture | Genetical | siRNA_Prox1,Affymetrix GeneChip Human Genome U133 Plus 2.0,RNAi profiling of human lymphatic endothelial cells after knockdown of Prox1 and/or NR2F2,"Gene expression profiles of primary lymphatic endothelial cells (LECs) isolated from human foreskin were analyzed after siRNA-mediated knockdown of control (firefly luciferase), Prox1, NR2F2 or Prox1/NR2F2 for 48 hours.  Experiment Overall Design: Passage five human lymphatic endothelial cells (LECs) were cultured on fibronectin coated plates in a complete media (for culturing details see publication). LECs were harvested and electorporated with siRNA duplexes for 48 hours with siRNA duplexes against either firefly luciferase (control), Prox1, NR2F2 or Prox1/NR2F2. Total RNA was purified using Tri-reagent and was subjected to microarray analysis.",Lymphatic | NR2F2 | Prox1,No
2,GSM322417.CEL,E-GEOD-12846,Homo sapiens,Skin,Lymphatic endothelial cells,Primary culture,Genetical,E-GEOD-12846 | Homo sapiens | Skin | Lymphatic endothelial cells | Primary culture | Genetical | siRNA_NR2F2,Affymetrix GeneChip Human Genome U133 Plus 2.0,RNAi profiling of human lymphatic endothelial cells after knockdown of Prox1 and/or NR2F2,"Gene expression profiles of primary lymphatic endothelial cells (LECs) isolated from human foreskin were analyzed after siRNA-mediated knockdown of control (firefly luciferase), Prox1, NR2F2 or Prox1/NR2F2 for 48 hours.  Experiment Overall Design: Passage five human lymphatic endothelial cells (LECs) were cultured on fibronectin coated plates in a complete media (for culturing details see publication). LECs were harvested and electorporated with siRNA duplexes for 48 hours with siRNA duplexes against either firefly luciferase (control), Prox1, NR2F2 or Prox1/NR2F2. Total RNA was purified using Tri-reagent and was subjected to microarray analysis.",Lymphatic | NR2F2 | Prox1,No
3,GSM322418.CEL,E-GEOD-12846,Homo sapiens,Skin,Lymphatic endothelial cells,Primary culture,Genetical,E-GEOD-12846 | Homo sapiens | Skin | Lymphatic endothelial cells | Primary culture | Genetical | siRNA_Prox1/NR2F2,Affymetrix GeneChip Human Genome U133 Plus 2.0,RNAi profiling of human lymphatic endothelial cells after knockdown of Prox1 and/or NR2F2,"Gene expression profiles of primary lymphatic endothelial cells (LECs) isolated from human foreskin were analyzed after siRNA-mediated knockdown of control (firefly luciferase), Prox1, NR2F2 or Prox1/NR2F2 for 48 hours.  Experiment Overall Design: Passage five human lymphatic endothelial cells (LECs) were cultured on fibronectin coated plates in a complete media (for culturing details see publication). LECs were harvested and electorporated with siRNA duplexes for 48 hours with siRNA duplexes against either firefly luciferase (control), Prox1, NR2F2 or Prox1/NR2F2. Total RNA was purified using Tri-reagent and was subjected to microarray analysis.",Lymphatic | NR2F2 | Prox1,No
0,GSM1184603_1_E4ORFCont1_UWS.KXX.120424.24.30585_1.CEL,E-GEOD-48786,Homo sapiens,Umbilical cord,Umbilical vein endothelial cells,Primary culture,Untreated or control,E-GEOD-48786 | Homo sapiens | Umbilical cord | Umbilical vein endothelial cells | Primary culture | Untreated or control | control,Affymetrix GeneChip Human Genome U133 Plus 2.0,Expression data from endothelial cells sorted from breast cancer cells MDA-MB231 as compared with normal endothelial cells,"We studied the crosstalk between tumor and endothelial cells to explore the role of tumor microenvironment on cancer growth and progression.  As part of our investigation, we showed that contact-dependent interaction of endothelial cells with breast tumor cells triggered the differential expression of a large number of genes in endothelium. Endothelial and MDA-MB231 cells were co-cultured together under serum- cytokine-free environment for 5 days followed by sorting endothelial cells and extracting RNA for microarray analysis. All conditions were made in triplicate.  Endothelial cells were obtained using the methods described in Seandel M. & Butler J.M., 2008. WCMC-Q Genomics Core",Tumor endothelial cells,No
1,GSM1184604_2_E4ORFCont2_UWS.KXX.120424.24.30585_2.CEL,E-GEOD-48786,Homo sapiens,Umbilical cord,Umbilical vein endothelial cells,Primary culture,Untreated or control,E-GEOD-48786 | Homo sapiens | Umbilical cord | Umbilical vein endothelial cells | Primary culture | Untreated or control | control,Affymetrix GeneChip Human Genome U133 Plus 2.0,Expression data from endothelial cells sorted from breast cancer cells MDA-MB231 as compared with normal endothelial cells,"We studied the crosstalk between tumor and endothelial cells to explore the role of tumor microenvironment on cancer growth and progression.  As part of our investigation, we showed that contact-dependent interaction of endothelial cells with breast tumor cells triggered the differential expression of a large number of genes in endothelium. Endothelial and MDA-MB231 cells were co-cultured together under serum- cytokine-free environment for 5 days followed by sorting endothelial cells and extracting RNA for microarray analysis. All conditions were made in triplicate.  Endothelial cells were obtained using the methods described in Seandel M. & Butler J.M., 2008. WCMC-Q Genomics Core",Tumor endothelial cells,No
2,GSM1184605_3_E4ORFCont3_UWS.KXX.120424.24.30585_3.CEL,E-GEOD-48786,Homo sapiens,Umbilical cord,Umbilical vein endothelial cells,Primary culture,Untreated or control,E-GEOD-48786 | Homo sapiens | Umbilical cord | Umbilical vein endothelial cells | Primary culture | Untreated or control | control,Affymetrix GeneChip Human Genome U133 Plus 2.0,Expression data from endothelial cells sorted from breast cancer cells MDA-MB231 as compared with normal endothelial cells,"We studied the crosstalk between tumor and endothelial cells to explore the role of tumor microenvironment on cancer growth and progression.  As part of our investigation, we showed that contact-dependent interaction of endothelial cells with breast tumor cells triggered the differential expression of a large number of genes in endothelium. Endothelial and MDA-MB231 cells were co-cultured together under serum- cytokine-free environment for 5 days followed by sorting endothelial cells and extracting RNA for microarray analysis. All conditions were made in triplicate.  Endothelial cells were obtained using the methods described in Seandel M. & Butler J.M., 2008. WCMC-Q Genomics Core",Tumor endothelial cells,No
3,GSM1184606_7_E4ORFSort1_UWS.KXX.120424.24.30585_4.CEL,E-GEOD-48786,Homo sapiens,Umbilical cord,Umbilical vein endothelial cells,Primary culture,Disease,E-GEOD-48786 | Homo sapiens | Umbilical cord | Umbilical vein endothelial cells | Primary culture | Disease | coculture with MDA-MB231 breast cancer cells,Affymetrix GeneChip Human Genome U133 Plus 2.0,Expression data from endothelial cells sorted from breast cancer cells MDA-MB231 as compared with normal endothelial cells,"We studied the crosstalk between tumor and endothelial cells to explore the role of tumor microenvironment on cancer growth and progression.  As part of our investigation, we showed that contact-dependent interaction of endothelial cells with breast tumor cells triggered the differential expression of a large number of genes in endothelium. Endothelial and MDA-MB231 cells were co-cultured together under serum- cytokine-free environment for 5 days followed by sorting endothelial cells and extracting RNA for microarray analysis. All conditions were made in triplicate.  Endothelial cells were obtained using the methods described in Seandel M. & Butler J.M., 2008. WCMC-Q Genomics Core",Tumor endothelial cells,No
4,GSM1184607_8_E4ORFSort2_UWS.KXX.120424.24.30585_5.CEL,E-GEOD-48786,Homo sapiens,Umbilical cord,Umbilical vein endothelial cells,Primary culture,Disease,E-GEOD-48786 | Homo sapiens | Umbilical cord | Umbilical vein endothelial cells | Primary culture | Disease | coculture with MDA-MB231 breast cancer cells,Affymetrix GeneChip Human Genome U133 Plus 2.0,Expression data from endothelial cells sorted from breast cancer cells MDA-MB231 as compared with normal endothelial cells,"We studied the crosstalk between tumor and endothelial cells to explore the role of tumor microenvironment on cancer growth and progression.  As part of our investigation, we showed that contact-dependent interaction of endothelial cells with breast tumor cells triggered the differential expression of a large number of genes in endothelium. Endothelial and MDA-MB231 cells were co-cultured together under serum- cytokine-free environment for 5 days followed by sorting endothelial cells and extracting RNA for microarray analysis. All conditions were made in triplicate.  Endothelial cells were obtained using the methods described in Seandel M. & Butler J.M., 2008. WCMC-Q Genomics Core",Tumor endothelial cells,No
5,GSM1184608_9_E4ORFSort3_UWS.KXX.120424.24.30585_6.CEL,E-GEOD-48786,Homo sapiens,Umbilical cord,Umbilical vein endothelial cells,Primary culture,Disease,E-GEOD-48786 | Homo sapiens | Umbilical cord | Umbilical vein endothelial cells | Primary culture | Disease | coculture with MDA-MB231 breast cancer cells,Affymetrix GeneChip Human Genome U133 Plus 2.0,Expression data from endothelial cells sorted from breast cancer cells MDA-MB231 as compared with normal endothelial cells,"We studied the crosstalk between tumor and endothelial cells to explore the role of tumor microenvironment on cancer growth and progression.  As part of our investigation, we showed that contact-dependent interaction of endothelial cells with breast tumor cells triggered the differential expression of a large number of genes in endothelium. Endothelial and MDA-MB231 cells were co-cultured together under serum- cytokine-free environment for 5 days followed by sorting endothelial cells and extracting RNA for microarray analysis. All conditions were made in triplicate.  Endothelial cells were obtained using the methods described in Seandel M. & Butler J.M., 2008. WCMC-Q Genomics Core",Tumor endothelial cells,No
0,GSM190395.CEL,E-GEOD-7846,Homo sapiens,Uterus,Endometrial endothelial cells,Freshly-isolated,Disease,E-GEOD-7846 | Homo sapiens | Uterus | Endometrial endothelial cells | Freshly-isolated | Disease | Endometriosis,Affymetrix GeneChip Human Genome U133 Plus 2.0,Transcription profiling of human endometrial endothelial cells of eutopic endometrium of patients with endometriosis compared with control,"The pathogenesis of endometriosis may result from aberrant angiogenesis that occurs in eutopic endometrium with retrograde menstruation. The difference in gene expression profile between human endometrial endothelial cells (HEECs) from eutopic endometria of patients with and without endometriosis would be determinant that affects the occurrence of endometriosis. To explore this kind of difference, we performed in vitro culture and identified their endothelial origin, as well as observed growth features of HEECs from the two different origins. Finally we identified the difference in gene expression profile when combined suppression subtractive hybridization(SSH) with genechip and confirmed the results by quantitative reverse transcription polymerase chain reaction (qRT-PCR). The HEECs derived from endometriosis exhibited potent survival ability in vitro compared to that from non-endometriosis. We found that gremlin and fibronectin genes were up-regulated in HEECs derived from eutopic endometrium of patients with endometriosis when compared with that from patients without endometriosis. Our study implies that enhanced angiogenic capacity of eutopic HEECs may be an independent determinant in endometriotic aberrant angiogenesis in addition to the interaction of exfoliated endometrium and peritoneal environment elements such as activated macrophages and soluble cytokines. Experiment Overall Design: We analyzed 5 arrays for HEECs derived from eutopic endometrium of patients with endometriosis and 5 arrays for HEECs derived from that of patients without endometriosis",Endometriosis,No
1,GSM190396.CEL,E-GEOD-7846,Homo sapiens,Uterus,Endometrial endothelial cells,Freshly-isolated,Disease,E-GEOD-7846 | Homo sapiens | Uterus | Endometrial endothelial cells | Freshly-isolated | Disease | Endometriosis,Affymetrix GeneChip Human Genome U133 Plus 2.0,Transcription profiling of human endometrial endothelial cells of eutopic endometrium of patients with endometriosis compared with control,"The pathogenesis of endometriosis may result from aberrant angiogenesis that occurs in eutopic endometrium with retrograde menstruation. The difference in gene expression profile between human endometrial endothelial cells (HEECs) from eutopic endometria of patients with and without endometriosis would be determinant that affects the occurrence of endometriosis. To explore this kind of difference, we performed in vitro culture and identified their endothelial origin, as well as observed growth features of HEECs from the two different origins. Finally we identified the difference in gene expression profile when combined suppression subtractive hybridization(SSH) with genechip and confirmed the results by quantitative reverse transcription polymerase chain reaction (qRT-PCR). The HEECs derived from endometriosis exhibited potent survival ability in vitro compared to that from non-endometriosis. We found that gremlin and fibronectin genes were up-regulated in HEECs derived from eutopic endometrium of patients with endometriosis when compared with that from patients without endometriosis. Our study implies that enhanced angiogenic capacity of eutopic HEECs may be an independent determinant in endometriotic aberrant angiogenesis in addition to the interaction of exfoliated endometrium and peritoneal environment elements such as activated macrophages and soluble cytokines. Experiment Overall Design: We analyzed 5 arrays for HEECs derived from eutopic endometrium of patients with endometriosis and 5 arrays for HEECs derived from that of patients without endometriosis",Endometriosis,No
2,GSM190397.CEL,E-GEOD-7846,Homo sapiens,Uterus,Endometrial endothelial cells,Freshly-isolated,Disease,E-GEOD-7846 | Homo sapiens | Uterus | Endometrial endothelial cells | Freshly-isolated | Disease | Endometriosis,Affymetrix GeneChip Human Genome U133 Plus 2.0,Transcription profiling of human endometrial endothelial cells of eutopic endometrium of patients with endometriosis compared with control,"The pathogenesis of endometriosis may result from aberrant angiogenesis that occurs in eutopic endometrium with retrograde menstruation. The difference in gene expression profile between human endometrial endothelial cells (HEECs) from eutopic endometria of patients with and without endometriosis would be determinant that affects the occurrence of endometriosis. To explore this kind of difference, we performed in vitro culture and identified their endothelial origin, as well as observed growth features of HEECs from the two different origins. Finally we identified the difference in gene expression profile when combined suppression subtractive hybridization(SSH) with genechip and confirmed the results by quantitative reverse transcription polymerase chain reaction (qRT-PCR). The HEECs derived from endometriosis exhibited potent survival ability in vitro compared to that from non-endometriosis. We found that gremlin and fibronectin genes were up-regulated in HEECs derived from eutopic endometrium of patients with endometriosis when compared with that from patients without endometriosis. Our study implies that enhanced angiogenic capacity of eutopic HEECs may be an independent determinant in endometriotic aberrant angiogenesis in addition to the interaction of exfoliated endometrium and peritoneal environment elements such as activated macrophages and soluble cytokines. Experiment Overall Design: We analyzed 5 arrays for HEECs derived from eutopic endometrium of patients with endometriosis and 5 arrays for HEECs derived from that of patients without endometriosis",Endometriosis,No
3,GSM190398.CEL,E-GEOD-7846,Homo sapiens,Uterus,Endometrial endothelial cells,Freshly-isolated,Disease,E-GEOD-7846 | Homo sapiens | Uterus | Endometrial endothelial cells | Freshly-isolated | Disease | Endometriosis,Affymetrix GeneChip Human Genome U133 Plus 2.0,Transcription profiling of human endometrial endothelial cells of eutopic endometrium of patients with endometriosis compared with control,"The pathogenesis of endometriosis may result from aberrant angiogenesis that occurs in eutopic endometrium with retrograde menstruation. The difference in gene expression profile between human endometrial endothelial cells (HEECs) from eutopic endometria of patients with and without endometriosis would be determinant that affects the occurrence of endometriosis. To explore this kind of difference, we performed in vitro culture and identified their endothelial origin, as well as observed growth features of HEECs from the two different origins. Finally we identified the difference in gene expression profile when combined suppression subtractive hybridization(SSH) with genechip and confirmed the results by quantitative reverse transcription polymerase chain reaction (qRT-PCR). The HEECs derived from endometriosis exhibited potent survival ability in vitro compared to that from non-endometriosis. We found that gremlin and fibronectin genes were up-regulated in HEECs derived from eutopic endometrium of patients with endometriosis when compared with that from patients without endometriosis. Our study implies that enhanced angiogenic capacity of eutopic HEECs may be an independent determinant in endometriotic aberrant angiogenesis in addition to the interaction of exfoliated endometrium and peritoneal environment elements such as activated macrophages and soluble cytokines. Experiment Overall Design: We analyzed 5 arrays for HEECs derived from eutopic endometrium of patients with endometriosis and 5 arrays for HEECs derived from that of patients without endometriosis",Endometriosis,No
